,city,state_name_x,state_id,lat,lng,city_population,county_fips,county,county_population,density,timezone,pct_men,pct_women,pct_hispanic,pct_white,pct_black,pct_native,pct_asian,pct_pacific,pct_voters,pct_poverty,pct_child_poverty,pct_unemployed,pct_professional,pct_service,pct_office,pct_construction,pct_production,pct_drive,pct_carpool,pct_transit,pct_walk,pct_other_transportation,pct_work_at_home,pct_private_work,pct_public_work,pct_self_employed,pct_family_work,avg_income,income_error,income_per_cap,income_per_cap_err,mean_commute,covid_cases_per_100k,covid_deaths_per_100k,covid_case_to_death_pct,LTM_mean_temp,LTM_mean_percipitation,LTM_min_temp,LTM_max_temp,wikipedia_summary,cvap,foreignborn_pct,age29andunder_pct,age65andolder_pct,clf_unemploy_pct,lesshs_pct,lesscollege_pct,lesshs_whites_pct,lesscollege_whites_pct,rural_pct,ruralurban_cc,rep_pct,dem_pct,crime_per_100,avg_propty_tax,state_name_y
304,Turlock,California,CA,37.5053,-120.8588,73631,6099,Stanislaus County,535684,1679,America/Los_Angeles,49.4366081,50.5633919,45.0,43.4,2.5,0.4,5.4,0.6,61.845229700000004,17.2,23.2,11.8,27.2,18.0,23.8,14.4,16.7,80.5,10.9,0.8,1.5,1.7,4.6,79.4,13.8,6.7,0.2,54260,976,24007,467,28.2,3799.800957,60.14104252,1.5827419169999999,63.4,9.65,50.4,76.4,"Turlock is a city in Stanislaus County, California, United States. Its estimated 2019 population of 73,631 made it the second-largest city in Stanislaus County after Modesto.


== History ==
Founded on December 22, 1871, by prominent grain farmer John William Mitchell, the town consisted of a post office, a depot, a grain warehouse and a few other buildings. Mitchell declined the honor of having the town named for himself.",328050,20.34695351,44.77750909,12.14619997,13.76020969,22.38606424,83.48025798,10.86889039,78.56034205,7.980709608,2,45.59734179,47.42892661,0.08206412099999999,4131.578635,CA
305,Des Moines,Iowa,IA,41.5725,-93.6105,214237,19153,Polk County,467235,938,America/Chicago,49.196656899999994,50.803343100000006,8.1,78.5,6.3,0.2,4.3,0.1,70.3577429,11.7,16.3,4.7,39.1,16.6,25.7,7.8,10.9,83.8,8.2,1.4,1.8,1.0,3.7,84.1,11.5,4.4,0.1,63530,972,33524,603,19.4,3799.800957,60.14104252,1.5827419169999999,50.0,30.51,40.3,59.7,"Des Moines ( (listen)) is the capital and the most populous city in the U.S. state of Iowa. It is also the county seat of Polk County. A small part of the city extends into Warren County. It was incorporated on September 22, 1851, as Fort Des Moines, which was shortened to ""Des Moines"" in 1857.",322865,8.724428793,42.01812444,11.72491446,5.183693425,8.280777724,64.43135658,4.963432318,61.79859404,4.9087404789999995,2,40.37572067,51.73889573,0.08755103300000001,5243.963417,IA
306,West Des Moines,Iowa,IA,41.5522,-93.7805,67899,19153,Polk County,467235,556,America/Chicago,49.196656899999994,50.803343100000006,8.1,78.5,6.3,0.2,4.3,0.1,70.3577429,11.7,16.3,4.7,39.1,16.6,25.7,7.8,10.9,83.8,8.2,1.4,1.8,1.0,3.7,84.1,11.5,4.4,0.1,63530,972,33524,603,19.4,3799.800957,60.14104252,1.5827419169999999,50.0,30.51,40.3,59.7,"West Des Moines is a city in Polk, Dallas, and Warren counties in the U.S. state of Iowa. Most of the city is in Polk County, with slivers extending into Dallas and Warren counties.
As of the 2010 census the city population was 56,609, with the United States Census Bureau estimating a population of 67,899 in 2019. West Des Moines is the second-largest city in the Des Moines metropolitan area and the sixth-largest city in Iowa.",322865,8.724428793,42.01812444,11.72491446,5.183693425,8.280777724,64.43135658,4.963432318,61.79859404,4.9087404789999995,2,40.37572067,51.73889573,0.045641941,5243.963417,IA
307,Ankeny,Iowa,IA,41.7285,-93.6033,67355,19153,Polk County,467235,862,America/Chicago,49.196656899999994,50.803343100000006,8.1,78.5,6.3,0.2,4.3,0.1,70.3577429,11.7,16.3,4.7,39.1,16.6,25.7,7.8,10.9,83.8,8.2,1.4,1.8,1.0,3.7,84.1,11.5,4.4,0.1,63530,972,33524,603,19.4,1928.0815949999999,27.34654382,1.418329177,50.0,30.51,40.3,59.7,"Ankeny (, ) is a city in Polk County, Iowa, United States and a suburb of the state capital of Des Moines, as part of the Des Moines-West Des Moines, IA metropolitan statistical area. Population estimates by the United States Census Bureau put the 2019 population at approximately 67,355, making it the 7th largest and fastest growing city in the state. Currently, the city's incorporated area totals 29.14 square miles.In 2008, Ankeny was recognized as one of the top ten towns for families by Family Circle. In 2009, Ankeny was ranked No.",322865,8.724428793,42.01812444,11.72491446,5.183693425,8.280777724,64.43135658,4.963432318,61.79859404,4.9087404789999995,2,40.37572067,51.73889573,0.026114604,5243.963417,IA
308,Birmingham,Alabama,AL,33.5277,-86.7987,209403,1073,Jefferson County,659460,553,America/Chicago,47.3619325,52.638067500000005,3.7,50.4,42.4,0.2,1.5,0.0,74.4581931,17.6,25.6,7.7,38.8,16.9,25.3,7.3,11.6,84.4,9.4,0.9,1.4,1.0,2.8,81.8,13.5,4.5,0.2,49321,913,29456,452,23.8,3340.612016,56.25815061,1.6840671809999999,63.6,73.16,52.6,74.6,"Birmingham ( BUR-ming-ham) is a city in the north central region of the U.S. state of Alabama. With an estimated 2019 population of 209,403, it is the most populous city in Alabama. Birmingham is the seat of Jefferson County, Alabama's most populous and fifth largest county. As of 2018, the Birmingham-Hoover Metropolitan Statistical Area had a population of 1,151,801, making it the most populous in Alabama and 49th-most populous in the United States.",491015,3.925831745,39.652342,14.31005498,8.217166201,11.0052298,68.5597527,7.889073154,59.44232059,9.833765145,1,44.30374337,51.57055929,0.145319396,2789.109025,AL
309,Hoover,Alabama,AL,33.3754,-86.8064,85768,1073,Jefferson County,659460,691,America/Chicago,47.3619325,52.638067500000005,3.7,50.4,42.4,0.2,1.5,0.0,74.4581931,17.6,25.6,7.7,38.8,16.9,25.3,7.3,11.6,84.4,9.4,0.9,1.4,1.0,2.8,81.8,13.5,4.5,0.2,49321,913,29456,452,23.8,1621.779735,18.87161874,1.163636364,63.6,73.16,52.6,74.6,"Hoover is a city in Jefferson and Shelby counties in north central Alabama, United States. The largest suburb near Birmingham, the city had a population of 85,768 as of the 2019 US Census estimate. Hoover is part of the Birmingham-Hoover, AL Metropolitan Statistical Area and is also included in the Birmingham-Hoover-Talladega, AL Combined Statistical Area. Hoover's territory is along the foothills of the Appalachian Mountains.",491015,3.925831745,39.652342,14.31005498,8.217166201,11.0052298,68.5597527,7.889073154,59.44232059,9.833765145,1,44.30374337,51.57055929,0.059227599000000006,2789.109025,AL
310,Oxnard,California,CA,34.1963,-119.1815,208881,6111,Ventura County,847834,3040,America/Los_Angeles,49.4832715,50.5167285,42.3,46.1,1.6,0.3,7.0,0.1,65.0492903,10.3,14.4,6.6,37.8,17.1,23.3,11.7,10.0,78.2,11.5,1.3,1.8,1.5,5.7,77.8,13.7,8.4,0.1,81972,983,35771,447,26.6,1621.779735,18.87161874,1.163636364,59.0,19.6,46.7,71.3,"Oxnard () is a city in Ventura County, California, United States. On California's South Coast, it is the most populous city in Ventura County and the 22nd most populous city in California. Incorporated in 1903, Oxnard lies approximately 60 miles (97 km) west of downtown Los Angeles and is part of the larger Greater Los Angeles area.
It is at the western edge of the fertile Oxnard Plain, adjacent to an agricultural center of strawberries and lima beans.",542060,22.81991674,40.74486129,13.59490458,7.491716916000001,16.57308631,67.80013542,3.7869513460000004,58.72368854,3.124552117,2,37.62104593,55.27086425,0.069182177,5795.0100649999995,CA
311,Thousand Oaks,California,CA,34.1914,-118.8755,126813,6111,Ventura County,847834,885,America/Los_Angeles,49.4832715,50.5167285,42.3,46.1,1.6,0.3,7.0,0.1,65.0492903,10.3,14.4,6.6,37.8,17.1,23.3,11.7,10.0,78.2,11.5,1.3,1.8,1.5,5.7,77.8,13.7,8.4,0.1,81972,983,35771,447,26.6,1621.779735,18.87161874,1.163636364,59.0,19.6,46.7,71.3,"Thousand Oaks is the second-largest city in Ventura County, California, United States. It is in the northwestern part of Greater Los Angeles, approximately 40 miles (64 km) from Downtown Los Angeles, and is less than 15 miles (24 km) from the Los Angeles neighborhood of Woodland Hills. It is named after the many oak trees present in the area.
The city forms the central populated core of the Conejo Valley.",542060,22.81991674,40.74486129,13.59490458,7.491716916000001,16.57308631,67.80013542,3.7869513460000004,58.72368854,3.124552117,2,37.62104593,55.27086425,0.025381609,5795.0100649999995,CA
312,Simi Valley,California,CA,34.2663,-118.749,125613,6111,Ventura County,847834,1167,America/Los_Angeles,49.4832715,50.5167285,42.3,46.1,1.6,0.3,7.0,0.1,65.0492903,10.3,14.4,6.6,37.8,17.1,23.3,11.7,10.0,78.2,11.5,1.3,1.8,1.5,5.7,77.8,13.7,8.4,0.1,81972,983,35771,447,26.6,1621.779735,18.87161874,1.163636364,59.0,19.6,46.7,71.3,"The city of Simi Valley (from the Chumash word, Shimiyi), in the eponymous valley, is in the southeast corner of Ventura County, California, United States, 40 miles (65 km) from downtown Los Angeles, making it part of the Greater Los Angeles Area. The city sits next to Thousand Oaks, Moorpark, and Chatsworth. The city's 2019 population has been estimated at 125,613, up from 124,243 in 2010. The city of Simi Valley is surrounded by the Santa Susana Mountain range and the Simi Hills, west of the San Fernando Valley, and northeast of the Conejo Valley.",542060,22.81991674,40.74486129,13.59490458,7.491716916000001,16.57308631,67.80013542,3.7869513460000004,58.72368854,3.124552117,2,37.62104593,55.27086425,0.025150621,5795.0100649999995,CA
313,Camarillo,California,CA,34.223,-119.0322,69888,6111,Ventura County,847834,1371,America/Los_Angeles,49.4832715,50.5167285,42.3,46.1,1.6,0.3,7.0,0.1,65.0492903,10.3,14.4,6.6,37.8,17.1,23.3,11.7,10.0,78.2,11.5,1.3,1.8,1.5,5.7,77.8,13.7,8.4,0.1,81972,983,35771,447,26.6,885.4250147,34.72778757,3.922160205,59.0,19.6,46.7,71.3,"Camarillo ( KAM-ə-REE-oh) is a city in Ventura County in the U.S. state of California. As of the 2010 United States Census, the population was 65,201, an increase of 8,117 from the 57,084 counted in the 2000 Census. The Ventura Freeway (U.S. Route 101) is the city's primary thoroughfare. Camarillo is named for Adolfo and Juan Camarillo, two of the few Californios (pre-1848 California natives of Hispanic ancestry) to preserve the city's heritage after the arrival of Anglo settlers.",542060,22.81991674,40.74486129,13.59490458,7.491716916000001,16.57308631,67.80013542,3.7869513460000004,58.72368854,3.124552117,2,37.62104593,55.27086425,0.035098403,5795.0100649999995,CA
314,Rochester,New York,NY,43.168,-77.6162,205695,36055,Monroe County,748680,2220,America/New_York,48.3048833,51.6951167,8.3,71.0,14.5,0.2,3.6,0.0,75.3822728,14.8,22.3,6.6,42.7,17.6,23.7,5.7,10.2,81.0,7.5,3.1,3.2,1.3,3.8,83.2,12.1,4.6,0.1,55272,680,31291,357,20.1,2852.093465,105.43474259999999,3.696749208,49.2,35.95,40.6,57.7,"Rochester () is a city in the U.S. state of New York, the seat of Monroe County and the third-most populous after New York City and Buffalo with an estimated population of 205,695 in 2019. The city of Rochester forms the core of a much larger suburban, and rural area. Rochester has a greater metro population of around 1 million people, across six counties.
Rochester was one of the United States' first boomtowns, initially due to the fertile Genesee River Valley, which gave rise to numerous flour mills, and then as a manufacturing center which spurred further rapid population growth.",563895,8.460752019,39.55122285,15.49191443,7.306146214,9.616412052000001,63.33528508,5.798759372999999,58.61253429,6.449974742999999,1,39.27139941,54.22582593,0.088027934,7706.796635,NY
315,Port St. Lucie,Florida,FL,27.2796,-80.3883,201846,12111,St. Lucie County,298763,653,America/New_York,48.8765342,51.1234658,18.1,58.6,19.2,0.2,1.9,0.1,72.7630262,16.6,24.6,7.6,27.5,23.2,27.6,11.8,9.9,78.8,12.3,0.5,1.2,2.6,4.6,82.4,11.6,5.9,0.1,47132,1477,24940,693,27.6,1918.2055890000001,27.97088514,1.4581797330000001,75.5,64.5,66.3,84.8,"Port St. Lucie is a city in St. Lucie County, Florida, United States. It is the most populous municipality in the county with a population of 164,603 at the 2010 census due to its rapid growth during the 2000s.",212665,16.12869112,34.02038644,22.55676546,9.883998951,14.18791594,80.16792691,8.900088213,77.74146433,3.3572243680000002,2,49.90450631,47.48485946,0.028781384,5603.635493,FL
316,Grand Rapids,Michigan,MI,42.961999999999996,-85.6562,201013,26081,Kent County,636376,1734,America/Detroit,49.2058154,50.7941846,10.3,74.4,9.3,0.3,2.8,0.0,70.73601140000001,13.4,17.5,5.4,36.2,16.0,23.6,7.3,16.9,81.0,9.2,2.1,2.1,1.4,4.2,87.9,7.2,4.8,0.1,57302,806,29433,413,21.1,1918.2055890000001,27.97088514,1.4581797330000001,48.4,41.91,38.8,57.9,"Grand Rapids is the second-largest city in Michigan and the largest city in West Michigan. It is on the Grand River about 30 miles (48 km) east of Lake Michigan. As of the 2020 census, the city population was 205,289. In 2018, the Grand Rapids metropolitan area had a population of 1,111,998, and the combined statistical area of Grand Rapids-Muskegon-Holland had a population of 1,321,557.",444250,7.820107031,43.03124484,12.21081366,6.32375723,10.45709405,66.34263576,6.14878936,62.69014870000001,15.67533213,2,48.0816655,45.0000649,0.054658213,4918.385829,MI
317,Wyoming,Michigan,MI,42.8909,-85.7066,75667,26081,Kent County,636376,1186,America/Detroit,49.2058154,50.7941846,10.3,74.4,9.3,0.3,2.8,0.0,70.73601140000001,13.4,17.5,5.4,36.2,16.0,23.6,7.3,16.9,81.0,9.2,2.1,2.1,1.4,4.2,87.9,7.2,4.8,0.1,57302,806,29433,413,21.1,1918.2055890000001,27.97088514,1.4581797330000001,48.4,41.91,38.8,57.9,"Wyoming is a city in Kent County, Michigan. As of the 2010 census, the city has a total population of 72,125, which makes it the 3rd largest community or city in West Michigan, the 14th largest city in the state of Michigan, and the 18th largest community in the state as well as the largest suburb of Grand Rapids.
In 1832 the area was settled and organized under the Byron Township. In 1848 the township split the northern half being called Wyoming Township and has experienced population growth every census since 1890.",444250,7.820107031,43.03124484,12.21081366,6.32375723,10.45709405,66.34263576,6.14878936,62.69014870000001,15.67533213,2,48.0816655,45.0000649,0.047551577000000005,4918.385829,MI
318,Kentwood,Michigan,MI,42.8852,-85.5925,51898,26081,Kent County,636376,958,America/Detroit,49.2058154,50.7941846,10.3,74.4,9.3,0.3,2.8,0.0,70.73601140000001,13.4,17.5,5.4,36.2,16.0,23.6,7.3,16.9,81.0,9.2,2.1,2.1,1.4,4.2,87.9,7.2,4.8,0.1,57302,806,29433,413,21.1,2496.510604,26.04660644,1.0433204809999999,48.4,41.91,38.8,57.9,"Kentwood is a city in Kent County in the U.S. state of Michigan. The population was 48,707 as of the 2010 census.


== History ==
The city was incorporated in 1967 from what remained of Paris Township to prevent further annexation of land from the adjacent cities of Grand Rapids and Wyoming. The city was named after Kent County, which was named after jurist James Kent.",444250,7.820107031,43.03124484,12.21081366,6.32375723,10.45709405,66.34263576,6.14878936,62.69014870000001,15.67533213,2,48.0816655,45.0000649,0.05710998900000001,4918.385829,MI
319,Huntsville,Alabama,AL,34.6988,-86.6412,200574,1089,Madison County,353213,361,America/Chicago,48.8566389,51.1433611,4.7,65.1,24.0,0.6,2.5,0.1,75.0317797,13.6,20.0,6.5,46.3,15.2,21.6,6.4,10.5,87.7,6.3,0.2,0.8,1.5,3.4,76.3,19.0,4.5,0.2,61318,1430,34232,709,21.3,2496.510604,26.04660644,1.0433204809999999,61.2,80.55,51.1,71.4,"Huntsville is a city in the Appalachian region of northern Alabama. It is the county seat of Madison County but extends west into neighboring Limestone County and south into Morgan County.It was founded in 1805 and became an incorporated town in 1811. The city grew across nearby hills north of the Tennessee River, adding textile mills, then munitions factories, NASA's Marshall Space Flight Center and the United States Army Aviation and Missile Command nearby at the Redstone Arsenal. The National Trust for Historic Preservation named Huntsville to its ""America's Dozen Distinctive Destinations for 2010"" list.The city's population was 180,105 in 2010, making it Alabama's fourth-largest city.",261510,5.560714684,39.39989656,13.66791152,7.333547231,9.185168297999999,59.32807309,6.896112327999999,55.70044235,16.44151477,2,54.78949011,38.44934482,0.100086268,1879.9157879999998,AL
320,Salt Lake City,Utah,UT,40.7777,-111.9306,200567,49035,Salt Lake County,1106700,699,America/Denver,50.202313200000006,49.797686799999994,17.9,72.1,1.7,0.6,3.9,1.5,64.94370649999999,10.4,13.1,4.3,38.8,14.8,26.5,7.9,12.0,75.2,11.5,3.8,2.2,1.8,5.6,82.6,12.7,4.6,0.1,67922,923,30134,279,22.1,3582.2716179999998,25.8425951,0.721402447,50.2,14.91,39.2,61.2,"Salt Lake City (often shortened to Salt Lake and abbreviated as SLC) is the capital and most populous municipality of the U.S. state of Utah, as well as the seat of Salt Lake County, the most populous county in Utah. With an estimated population of 200,567 in 2019, the city is the core of the Salt Lake City metropolitan area, which has a population of 1,222,540 (2018 estimate). Salt Lake City is further situated within a larger metropolis known as the Salt Lake City–Ogden–Provo Combined Statistical Area, a corridor of contiguous urban and suburban development stretched along a 120-mile (190 km) segment of the Wasatch Front, comprising a population of 2,606,548 (as of 2018 estimates), making it currently the 22nd largest in the nation. It is the larger of only two major urban areas located within the Great Basin (the other being Reno, Nevada).",704435,12.41187788,46.44335379,9.620344928,5.064211375,10.23825303,67.19930651,4.986766826,63.69772704,0.903312274,1,32.95620577,41.98530325,0.19535189,3359.379262,UT
321,West Jordan,Utah,UT,40.6024,-112.0008,116480,49035,Salt Lake County,1106700,1391,America/Denver,50.202313200000006,49.797686799999994,17.9,72.1,1.7,0.6,3.9,1.5,64.94370649999999,10.4,13.1,4.3,38.8,14.8,26.5,7.9,12.0,75.2,11.5,3.8,2.2,1.8,5.6,82.6,12.7,4.6,0.1,67922,923,30134,279,22.1,3582.2716179999998,25.8425951,0.721402447,50.2,14.91,39.2,61.2,"West Jordan is a city in Salt Lake County, Utah, United States. It is a rapidly growing suburb of Salt Lake City and has a mixed economy. According to the 2010 Census, the city had a population of 103,712, placing it as the fourth most populous in the state. The city occupies the southwest end of the Salt Lake Valley at an elevation of 4,330 feet (1,320 m).",704435,12.41187788,46.44335379,9.620344928,5.064211375,10.23825303,67.19930651,4.986766826,63.69772704,0.903312274,1,32.95620577,41.98530325,0.06345896200000001,3359.379262,UT
322,Sandy,Utah,UT,40.571,-111.8505,96380,49035,Salt Lake County,1106700,1544,America/Denver,50.202313200000006,49.797686799999994,17.9,72.1,1.7,0.6,3.9,1.5,64.94370649999999,10.4,13.1,4.3,38.8,14.8,26.5,7.9,12.0,75.2,11.5,3.8,2.2,1.8,5.6,82.6,12.7,4.6,0.1,67922,923,30134,279,22.1,3582.2716179999998,25.8425951,0.721402447,50.2,14.91,39.2,61.2,"Sandy is a city in the Salt Lake City metropolitan area, located in Salt Lake County, Utah, United States. The population of Sandy was 87,461 at the 2010 census, making it the sixth-largest city in Utah. The population is currently estimated to be about 96,380 according to the July 1, 2019 United States Census estimates.Sandy is home to the Shops at South Town shopping mall; the Jordan Commons entertainment, office and dining complex; and the Mountain America Exposition Center. It is also the location of the soccer-specific Rio Tinto Stadium, which hosts Real Salt Lake and Utah Royals FC home games, and opened on October 8, 2008.",704435,12.41187788,46.44335379,9.620344928,5.064211375,10.23825303,67.19930651,4.986766826,63.69772704,0.903312274,1,32.95620577,41.98530325,0.065958071,3359.379262,UT
323,South Jordan,Utah,UT,40.556999999999995,-111.9782,76598,49035,Salt Lake County,1106700,1331,America/Denver,50.202313200000006,49.797686799999994,17.9,72.1,1.7,0.6,3.9,1.5,64.94370649999999,10.4,13.1,4.3,38.8,14.8,26.5,7.9,12.0,75.2,11.5,3.8,2.2,1.8,5.6,82.6,12.7,4.6,0.1,67922,923,30134,279,22.1,3582.2716179999998,25.8425951,0.721402447,50.2,14.91,39.2,61.2,"South Jordan is a city in south central Salt Lake County, Utah, 18 miles (29 km) south of Salt Lake City. Part of the Salt Lake City metropolitan area, the city lies in the Salt Lake Valley along the banks of the Jordan River between the 9,000-foot (2,700 m) Oquirrh Mountains and the 12,000-foot (3,700 m) Wasatch Mountains. The city has 3.5 miles (5.6 km) of the Jordan River Parkway that contains fishing ponds, trails, parks, and natural habitats. The Salt Lake County fair grounds and equestrian park, 67-acre (27 ha) Oquirrh Lake, and 27 parks are located inside the city.",704435,12.41187788,46.44335379,9.620344928,5.064211375,10.23825303,67.19930651,4.986766826,63.69772704,0.903312274,1,32.95620577,41.98530325,0.047646444,3359.379262,UT
324,Yonkers,New York,NY,40.9466,-73.8674,200370,36119,Westchester County,975321,4295,America/New_York,48.381404700000004,51.618595299999996,24.0,54.4,13.5,0.1,5.8,0.0,65.924552,9.4,11.7,6.5,47.3,18.6,21.3,6.8,6.0,57.6,8.1,22.7,4.8,1.5,5.2,79.6,13.8,6.5,0.1,89968,1406,52049,570,34.1,4028.1097200000004,150.2069575,3.72896887,53.5,44.84,44.3,62.7,"Yonkers () is a city in Westchester County, New York, United States. Developed along the Hudson River, it is the fourth-most populous city in the state of New York, behind New York City, Buffalo, and Rochester. The population of Yonkers was 195,976 as enumerated in the 2010 United States Census; it is estimated to have increased by 2.2% to 200,370 in 2019. It is classified as an inner suburb of New York City, directly to the north of the Bronx and approximately two miles (3 km) north of the northernmost point in Manhattan.",634370,25.52647517,37.32554432,15.64686983,7.051261805,12.39726411,52.69634937,5.7996221629999996,42.10637852,3.273477447,1,31.19848807,64.88119718,0.024668778,12107.07849,NY
325,New Rochelle,New York,NY,40.9305,-73.7836,78557,36119,Westchester County,975321,2930,America/New_York,48.381404700000004,51.618595299999996,24.0,54.4,13.5,0.1,5.8,0.0,65.924552,9.4,11.7,6.5,47.3,18.6,21.3,6.8,6.0,57.6,8.1,22.7,4.8,1.5,5.2,79.6,13.8,6.5,0.1,89968,1406,52049,570,34.1,4028.1097200000004,150.2069575,3.72896887,53.5,44.84,44.3,62.7,"New Rochelle  is a city in Westchester County, New York, United States, in the southeastern portion of the state. In 2010, the city had a population of 77,062, making it the seventh-largest in the state of New York.


== History ==


=== Etymology and early history ===
The European settlement was started by refugee Huguenots (French Protestants) in 1688, who were fleeing religious persecution in France (such as Dragonnades) after the king's revocation of the Edict of Nantes. Many of the settlers were artisans and craftsmen from the city of La Rochelle, France, thus influencing the choice of the name of ""New Rochelle"".",634370,25.52647517,37.32554432,15.64686983,7.051261805,12.39726411,52.69634937,5.7996221629999996,42.10637852,3.273477447,1,31.19848807,64.88119718,0.034134795,12107.07849,NY
326,Mount Vernon,New York,NY,40.9136,-73.8291,67345,36119,Westchester County,975321,5930,America/New_York,48.381404700000004,51.618595299999996,24.0,54.4,13.5,0.1,5.8,0.0,65.924552,9.4,11.7,6.5,47.3,18.6,21.3,6.8,6.0,57.6,8.1,22.7,4.8,1.5,5.2,79.6,13.8,6.5,0.1,89968,1406,52049,570,34.1,4028.1097200000004,150.2069575,3.72896887,53.5,44.84,44.3,62.7,"Mount Vernon is a city in Westchester County, New York, United States. It is an inner suburb of New York City, immediately to the north of the borough of the Bronx. As of the 2010 census, Mount Vernon had a population of 67,292.


== Description ==
Mount Vernon, the eighth-most populous city in the state of New York, has two major sections.",634370,25.52647517,37.32554432,15.64686983,7.051261805,12.39726411,52.69634937,5.7996221629999996,42.10637852,3.273477447,1,31.19848807,64.88119718,0.039849274,12107.07849,NY
327,White Plains,New York,NY,41.022,-73.7549,58109,36119,Westchester County,975321,2291,America/New_York,48.381404700000004,51.618595299999996,24.0,54.4,13.5,0.1,5.8,0.0,65.924552,9.4,11.7,6.5,47.3,18.6,21.3,6.8,6.0,57.6,8.1,22.7,4.8,1.5,5.2,79.6,13.8,6.5,0.1,89968,1406,52049,570,34.1,5881.382496,75.8888064,1.2903225809999999,53.5,44.84,44.3,62.7,"White Plains is a city in Westchester County, New York, United States. An inner suburb of New York City, it is the county seat and commercial hub of Westchester, a densely populated suburban county that is home to approximately one million people. White Plains is located in south-central Westchester, with its downtown (Mamaroneck Avenue) 25 miles (40 km) north of Midtown Manhattan.
As of 2013, the city's total population was estimated to be 57,866, up from 53,077 at the 2010 census.",634370,25.52647517,37.32554432,15.64686983,7.051261805,12.39726411,52.69634937,5.7996221629999996,42.10637852,3.273477447,1,31.19848807,64.88119718,0.036628655,12107.07849,NY
328,Amarillo,Texas,TX,35.1988,-101.8311,199371,48375,Potter County,121230,756,America/Chicago,51.527674700000006,48.472325299999994,37.6,45.2,9.3,0.3,5.2,0.1,62.606615500000004,21.7,29.1,4.2,24.2,22.9,22.7,12.3,17.8,79.3,14.7,0.9,1.7,1.1,2.3,82.7,11.8,5.5,0.0,41852,1195,21941,858,17.8,4190.295879,86.29799225,2.059472523,59.1,16.5,44.5,73.7,"Amarillo ( AM-ə-RIL-oh) is a city in the U.S. state of Texas and the seat of Potter County. It is the 14th-most populous city in Texas and the largest city in the Texas Panhandle. A portion of the city extends into Randall County. The estimated population was 199,371 as of 2019.",76505,15.00291263,44.96033081,11.56190773,4.5949905310000005,23.55304523,85.43066227,10.48379247,77.95677991,8.996225418,2,68.51418799,26.72507068,0.099823917,5983.908056,TX
329,Montgomery,Alabama,AL,32.3473,-86.2666,198525,1101,Montgomery County,227120,479,America/Chicago,47.3185981,52.6814019,3.4,35.2,57.1,0.1,2.4,0.0,73.663702,20.8,32.1,7.6,36.8,18.7,24.5,5.6,14.4,84.8,9.0,0.7,1.4,0.7,3.4,73.7,21.8,4.4,0.1,46545,1309,26712,610,20.3,3796.2374979999995,85.82711542,2.260846837,66.6,67.52,55.4,77.7,"Montgomery is the capital city of the U.S. state of Alabama and the county seat of Montgomery County. Named for Richard Montgomery, it stands beside the Alabama River, on the coastal Plain of the Gulf of Mexico.  In the 2010 Census, Montgomery's population was 205,764. It is the second most populous city in Alabama, after Birmingham, and is the 118th most populous in the United States.",168750,4.358992401,41.61975795,13.25684281,8.447767958,14.48704622,68.54043393,6.979531027,57.36494365,10.49123006,2,35.46486159,61.44892468,0.08922411,1578.781643,AL
330,Aurora,Illinois,IL,41.7637,-88.2901,197757,17089,Kane County,529402,1696,America/Chicago,49.752739899999995,50.247260100000005,31.6,57.6,5.4,0.1,3.9,0.0,63.1257532,10.4,15.9,6.2,34.6,16.7,24.9,7.6,16.3,80.5,9.3,2.6,1.3,1.3,5.0,86.6,9.6,3.6,0.1,74862,1202,33486,625,29.0,2831.307777,63.84562204,2.25498699,49.6,41.15,40.0,59.2,"Aurora is a city in DuPage, Kane, Kendall, and Will counties in the U.S. state of Illinois.  Located primarily in DuPage and Kane counties, it is an outer suburb of Chicago and the second most populous city in the state, and the 115th most populous city in the country. The population was 197,899 at the 2010 census, and was estimated to have decreased to 197,757 by 2019.Once a mid-sized manufacturing city, Aurora has grown since the 1960s. Founded within Kane County, Aurora's city limits and population have expanded into DuPage, Will, and Kendall counties.",328655,18.28052752,41.83682576,11.73817685,6.891979534,16.87543958,67.89585986,4.439604394,58.4495402,3.5583355489999997,1,41.50937716,52.01089738,0.034024095,7894.950437,IL
331,Elgin,Illinois,IL,42.0385,-88.3229,110849,17089,Kane County,529402,1141,America/Chicago,49.752739899999995,50.247260100000005,31.6,57.6,5.4,0.1,3.9,0.0,63.1257532,10.4,15.9,6.2,34.6,16.7,24.9,7.6,16.3,80.5,9.3,2.6,1.3,1.3,5.0,86.6,9.6,3.6,0.1,74862,1202,33486,625,29.0,1153.11148,47.84618284,4.149311118,49.6,41.15,40.0,59.2,"Elgin ( EL-jin) is a city in Cook and Kane counties in the northern part of the U.S. state of Illinois.  Located roughly 35 mi (56 km) northwest of Chicago, it lies along the Fox River. As of 2019, the city had an estimated population of 110,849, making it the eighth-largest city in Illinois.


== History ==

The Indian Removal Act of 1830 and the Black Hawk Indian War of 1832 led to the expulsion of the Native Americans who had settlements and burial mounds in the area, and set the stage for the founding of Elgin.",328655,18.28052752,41.83682576,11.73817685,6.891979534,16.87543958,67.89585986,4.439604394,58.4495402,3.5583355489999997,1,41.50937716,52.01089738,0.029043565,7894.950437,IL
